date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-03-19 23:57:02,JuanDurante,,1,0,0,"#CuarentenaTotal #COVID19argentina #COVID19 #SomosResponsables #EstadoDeSitio #YoMeQuedoEnCasa Abro hilo de x q hay q hacer cuarentena",,,#CuarentenaTotal #COVID19argentina #COVID19 #SomosResponsables #EstadoDeSitio #YoMeQuedoEnCasa,1240789408737083393,https://twitter.com/JuanDurante/status/1240789408737083393
2020-03-19 23:39:47,AnahiQSP,Continental590,0,0,0,"Ay Nacho. Qué necesidad de matarme antes que el COVID-19 Sea lo que sea , gracias. Vendrá quien Gallardo lo desee . Confiar y creer. ",,,,1240785069465382914,https://twitter.com/AnahiQSP/status/1240785069465382914
2020-03-19 23:25:49,Tacuruses1,,0,0,0,"A ver hijos de mil putas 19/03/20 _ 31 casos covid 19_ 20 ,VEINTE ,LA CONCHA DE SU MADRE , VIAJEROS PROVENIENTES DEL EXTERIOR . #CuarentenaObligatoria",,,#CuarentenaObligatoria,1240781552742694918,https://twitter.com/Tacuruses1/status/1240781552742694918
2020-03-19 23:25:46,SofiMerklin,,1,0,0,"Quien iba a decir que la cuarentena por el COVID-19 me iba a pegar por hacer budines.",,,,1240781540633821184,https://twitter.com/SofiMerklin/status/1240781540633821184
2020-03-19 23:25:41,leofarias1977,,1,1,5,"*CUIDARNOS ENTRE TODOS Y TODAS* Desde La Cámpora, en el marco de la pandemia del coronavirus COVID-19, decidimos suspender todas las actividades presenciales no esenciales, conforme a lo dispuesto por el Gobierno Nacional en materia de distanciamiento social. ",,,,1240781519213527042,https://twitter.com/leofarias1977/status/1240781519213527042
2020-03-19 23:24:38,LuxAeternaak47,,1,0,1,"@FernandoCasullo acabo de enterarme que en Groenlandia no hay COVID-19. Fernando Casullo usted es diabólico...",,@FernandoCasullo,,1240781256599756807,https://twitter.com/LuxAeternaak47/status/1240781256599756807
2020-03-19 23:24:04,teuss,,0,1,2,"5 pasos a seguir para prevenir la expansión del coronavirus #COVID19 ",,,#COVID19,1240781114496684032,https://twitter.com/teuss/status/1240781114496684032
2020-03-19 23:22:33,Carinalopezm,,0,0,2,"_19 de marzo de 2020_ *REPORTE 15 - 128 casos totales Hoy fueron confirmados 31 nuevos casos de COVID-19: - 15 en Provincia de Buenos Aires - 8 en la Ciudad Autónoma de Buenos Aires - 3 en Córdoba - 2 en Chaco - 1 en Tucumán - 1 en Santa Fe - 1 Rio Negro",,,,1240780730009038850,https://twitter.com/Carinalopezm/status/1240780730009038850
2020-03-19 23:10:28,Orion_Zone,,0,1,1,"Mi respeto y admiración para todos aquellos/aquellas que van a estar enfrentando al COVID-19 en esta ocación, en el frente de batalla. ",,,,1240777688543084545,https://twitter.com/Orion_Zone/status/1240777688543084545
2020-03-19 22:50:58,MarianoAimone,gonziver,1,0,3,"Según la OMS, el aislamiento, la cuarentena y el distanciamiento social son las estrategias de salud pública que ayudan a prevenir la propagación del virus altamente contagioso como es el Covid-19.",,,,1240772781199015941,https://twitter.com/MarianoAimone/status/1240772781199015941
2020-03-19 22:34:31,SebasJavierSuar,,1,0,0,"Si no haces los científicamente posible para obtener los análisis de pacientes con síntomas de #COVID19 rápido y en la mayor cantidad de puntos de tu extenso país... ¿Es omisión @ginesggarcia @alferdez ? https://twitter.com/MartinLitwak/status/1240432025934475270",,@ginesggarcia @alferdez,#COVID19,1240768641626451974,https://twitter.com/SebasJavierSuar/status/1240768641626451974
2020-03-19 22:32:37,ConstruccionAR,,0,0,0,"El festival de distancia social Celebración en línea del trabajo que ha sido cancelado / retrasado / interrumpido y vale la pena ser visto! Más info y coordenadas: https://guia-construccion.com/el-festival-de-distancia-social/ #guiadelaconstruccion #eventos #festival #coronavirus #covid19 #pandemia",,,#guiadelaconstruccion #eventos #festival #coronavirus #covid19 #pandemia,1240768165463887874,https://twitter.com/ConstruccionAR/status/1240768165463887874
2020-03-19 22:31:55,LVidrieria,,0,0,0,"Te queremos avisar que debido al covid-19 lamentablemente hemos decidido cerrar nuestro punto de venta presencial. Seguiremos conectados a través de todas las plataformas Instagram @LVidrieria Facebook… https://www.instagram.com/p/B97prxOlY7v/?igshid=k8rak1omzbr",,@LVidrieria,,1240767989630238730,https://twitter.com/LVidrieria/status/1240767989630238730
2020-03-19 22:30:50,DiegoAnderica,,1,3,6,"Es obvio y razonable que pase. Son miles los que no tienen la posibilidad de hacer ""Home Work"" y no les queda otra que utilizar la fuerza de su cuerpo y de su mente para trabajar. #CoronaVirus #CoronaVirusEnArgentina #TrenSarmiento #COVID19 ",,,#CoronaVirus #CoronaVirusEnArgentina #TrenSarmiento #COVID19,1240767714995703808,https://twitter.com/DiegoAnderica/status/1240767714995703808
2020-03-19 22:20:01,525Hotel,,0,1,3,"Atentos a las medidas tomadas por el Gobierno Nacional y Gobierno de la Ciudad de Buenos Aires, #525HOTEL se adhiere al plan de prevención contra el COVID-19 Coronavirus. Por tal motivo suspendemos nuestras actividades y reservas. #QuedateEnCasa ! http://www.525hotel.com",,,#525HOTEL #QuedateEnCasa,1240764994473598984,https://twitter.com/525Hotel/status/1240764994473598984
2020-03-19 22:15:13,clauguebel,,0,0,0,"""COVID-19: ¿Cuándo se debe utilizar cubrebocas? "" ",,,,1240763787940179970,https://twitter.com/clauguebel/status/1240763787940179970
2020-03-19 22:14:15,LaSolanoLima,,0,1,2,"Olvidados por Claudio Moroni, LABURANTES!! No cobran planes, no cortan calles, no piden bonos. Con tu firma ayudas a Monotributistas Organizadxs en emergencia frente al COVID-19 @MinTrabajoAR - ¡Firmá la petición! http://chng.it/tNBDZdXz vía @ChangeorgAR #CoronavirusEnArgentina",,@MinTrabajoAR @ChangeorgAR,#CoronavirusEnArgentina,1240763541059182596,https://twitter.com/LaSolanoLima/status/1240763541059182596
2020-03-19 22:10:45,pikillo12,,0,0,0,"""COVID-19: ¿Cuándo se debe utilizar cubrebocas? "" ",,,,1240762662113468416,https://twitter.com/pikillo12/status/1240762662113468416
2020-03-19 22:10:35,NachoAlvarezC4,,0,13,13,"Tenemos que cuidarnos entre todos, para enfrentar el #Coronavirus tenemos que quedarnos en casa. Si tenes síntomas compatibles con el #coronavirus #Covid-19 comunicate al 0800-222-1002. Más información en http://bit.ly/Coronavirus-Covid-19 #QuedateEnCasa",,,#Coronavirus #coronavirus #Covid #QuedateEnCasa,1240762620057137152,https://twitter.com/NachoAlvarezC4/status/1240762620057137152
2020-03-19 22:04:32,edith_sga,LuisGasulla,0,0,0,"Que podes esperar...no cambia nada..sigamos ampliándo y q no aumente la Curva de Covid.19 Estaba todo desordenado hoy. Me da impresión",,,,1240761095721299968,https://twitter.com/edith_sga/status/1240761095721299968
2020-03-19 22:03:07,informaticaHIBA,,1,13,10,"¿Desinfectaste tu celular? Cuidate del #Coronavirus tomando todas las precauciones. Todos #SomosResponsables de frenar esta pandemia. ¿Cuáles son los hábitos que cambiaste para prevenir el #Covid_19? ",,,#Coronavirus #SomosResponsables #Covid_19,1240760742665752579,https://twitter.com/informaticaHIBA/status/1240760742665752579
2020-03-19 22:01:39,NorbertoFrazze1,,0,1,1,"El Ministerio de Salud de la Nación informa sobre el nuevo Coronavirus COVID-19: situación epidemiológica, diagnóstico y recomendaciones para ciudadanos repatriados. ",,,,1240760373831139328,https://twitter.com/NorbertoFrazze1/status/1240760373831139328
2020-03-19 21:58:25,daniczuk,,0,1,2,"El #COVID19 es como un bálsamo restaurador social. No hay feministas, no hay pro-aborto, no hay anti-uber. Yo lo voto en las próximas elecciones, eh...",,,#COVID19,1240759556675960835,https://twitter.com/daniczuk/status/1240759556675960835
2020-03-19 21:56:07,VoleyOtrosShop,,0,0,2," Vamos que podemos Es como el #voley ...cada un@tiene que hacer su parte para que funcione #quedemonosencasa #coronavirus #covid_19 #argentina 𝙎𝙚𝙜𝙪𝙞𝙣𝙤𝙨: @voleyotrosshop 𝙑𝙞𝙨𝙞𝙩𝙖𝙣𝙤𝙨:… https://www.instagram.com/p/B97luCBlTdr/?igshid=1auv0pwmwrv46",,@VoleyOtrosShop,#voley #quedemonosencasa #coronavirus #covid_19 #argentina,1240758980110094343,https://twitter.com/VoleyOtrosShop/status/1240758980110094343
2020-03-19 21:50:46,SilvanaBuz,,0,0,0,"Haciendo cola en Frávega??? En caballito @COVID19_TIME #COVID19argentina #CuarentenaObligatoria #DENUNCIA",,@Covid19_Time,#COVID19argentina #CuarentenaObligatoria #DENUNCIA,1240757631196827652,https://twitter.com/SilvanaBuz/status/1240757631196827652
2020-03-19 21:48:16,MariaLorenteEst,AFPespanol,0,3,3,"En breve, @alferdez anuncia cuarentena obligatoria por #COVID19 #CoronavirusEnArgentina De momento, Buenos Aires parece un día normal. Muchos se quejan que están obligados a trabajar. #CuarentenaTotal #QuedateEnCasa y #QuedateencasaPelotudo",,@alferdez,#COVID19 #CoronavirusEnArgentina #CuarentenaTotal #QuedateEnCasa #QuedateencasaPelotudo,1240757005066940423,https://twitter.com/MariaLorenteEst/status/1240757005066940423
2020-03-19 21:34:15,maarulina_,,1,1,3,"""COVID-19: ¿Cuándo se debe utilizar cubrebocas? "" ",,,,1240753477720182786,https://twitter.com/maarulina_/status/1240753477720182786
2020-03-19 21:26:38,PortuariosSupa,,1,0,0,"(...) cuando cualquier buque pretenda atracar en un puerto sin haber cumplido debidamente con la cuarentena estipulada para el #COVID19, y sin someterse al correspondiente control antes de la operatoria portuaria, resulta procedente que NO SE LE BRINDE EL SERVICIO DE ESTIBA. ",,,#COVID19,1240751560583458820,https://twitter.com/PortuariosSupa/status/1240751560583458820
2020-03-19 21:25:57,incucaioficial,,2,7,8,"Dadas las situaciones actuales de público conocimiento con respecto al nuevo Coronavirus Covid-19. Les comunicamos a todos los pacientes trasplantados y en lista de espera que no vamos a atender más personalmente en el Incucai. ",,,,1240751389183279104,https://twitter.com/incucaioficial/status/1240751389183279104
2020-03-19 21:15:54,Mis7SolesComida,,0,0,0,"Atentos. A Difundir!!! Nuestros Héroes en esta Crisis Sanitaria Nacional y Global #covid_19 #enfermerosmedicos #héroes #Mis7Soles #nurses #lifetime #health #alltogether #argentina en Comidas Caseras Mis 7 Soles https://www.instagram.com/p/B97hHVmn3y1/?igshid=yg1081yikos9",,,#covid_19 #enfermerosmedicos #h #Mis7Soles #nurses #lifetime #health #alltogether #argentina,1240748858910654466,https://twitter.com/Mis7SolesComida/status/1240748858910654466
2020-03-19 21:14:52,nataliafierro,,0,0,0,"#cuarentenacoronavirus #cuarentena #aislamiento #coronavirus #covid_19 #argentina #quedateencasa en Flores, Distrito Federal, Argentina https://www.instagram.com/p/B97g_qWFqoa/?igshid=2vw0xnju2vc4",,,#cuarentenacoronavirus #cuarentena #aislamiento #coronavirus #covid_19 #argentina #quedateencasa,1240748596389126144,https://twitter.com/nataliafierro/status/1240748596389126144
2020-03-19 21:10:07,kerle_agus,,1,0,1,"El COVID-19 me hizo estar de acuerdo con Jonatan Viale",,,,1240747401599692800,https://twitter.com/kerle_agus/status/1240747401599692800
2020-03-19 20:58:39,EPAutora,,0,0,0,"Es Aislamiento Obligatorio Ojala vayan presos. Seguro son las q me sacaron de Megatlon y después se arrepintieron, yo no, me enseñaron Política. Q no me interesa. Pero aplicó a favor de Mitigar a Covid.19 #AlVirusLoFrenamosEntreTodos Gente de Merda",,,#AlVirusLoFrenamosEntreTodos,1240744515796959238,https://twitter.com/EPAutora/status/1240744515796959238
2020-03-19 20:41:01,ezebacher,,0,0,1,"Mensaje de Gerardo Della Paolera, director ejecutivo de la @fundacionbyb #COVID19 ",,@fundacionbyb,#COVID19,1240740080916054016,https://twitter.com/ezebacher/status/1240740080916054016
2020-03-19 20:25:15,tobidlgp,CAB_oficial,1,2,6,"*Nos empata Covid-19 a los 40 del segundo tiempo* ",,,,1240736113389645826,https://twitter.com/tobidlgp/status/1240736113389645826
2020-03-19 20:22:03,pinillamauri,,0,0,1,"Amo las teorías conspirativas. Para ustedes el COVID-19 fue:",,,,1240735306296504327,https://twitter.com/pinillamauri/status/1240735306296504327
2020-03-19 20:15:07,WalterMartello,,0,0,2,"Personas con #Discapacidad que perciben PENSIONES NO CONTRIBUTIVAS Cobrarán por única vez un #BonoExtraordinario de $3000 para paliar la situación económica por la pandemia #Coronavirus #COVID19 http://bit.ly/38ZMFzn",,,#Discapacidad #BonoExtraordinario #Coronavirus #COVID19,1240733562414006273,https://twitter.com/WalterMartello/status/1240733562414006273
2020-03-19 20:08:46,Bennrubio,,0,0,2,"La ONU se enfrenta al #COVID19 ",,,#COVID19,1240731965688557574,https://twitter.com/Bennrubio/status/1240731965688557574
2020-03-19 20:00:02,edith_sga,ChilbitaSoyYO,1,0,3,"Ni se cuantos k o no k tengo No soy de ningún partido y me importa poco ante esta realidad que estan haciendo fuera de cumplir con la limpieza de Covid.19 Cuarentena obligatoria. No da otro tema. Salvando a temas puntuales",,,,1240729767936233473,https://twitter.com/edith_sga/status/1240729767936233473
2020-03-19 19:53:22,Joaquin72135184,alferdez,0,0,0,"No se olviden q existe el Hospital Sommer q es una joya para combatir el Covid 19, gracias Presidente",,,,1240728086234247168,https://twitter.com/Joaquin72135184/status/1240728086234247168
2020-03-19 19:44:45,CandelaMariel1,,0,0,3,"Estan queriendo cerrar absolutamente todo y me parece re biennn. Menos los supermercados barriales para asi la gente puede abastecerse y yo donde trabajo??? Si en un super y de cajera encima covid-19 ya te siento. ",,,,1240725918190047232,https://twitter.com/CandelaMariel1/status/1240725918190047232
2020-03-19 19:32:14,RafaMatosElboks,,0,0,0,"Saben a quién no le va a dar covid19? A @chavezcandanga porque se murió pal coño jajaja",,@chavezcandanga,,1240722770364960768,https://twitter.com/RafaMatosElboks/status/1240722770364960768
2020-03-19 19:26:54,JosMaraGUERRER5,,1,0,0,"Se recuerda que NO deben tomar Ibuprofeno, Motrin, Advil y Aspirina para síntomas de gripe o de fiebre. En Italia y Francia han descubierto que personas que han fallecido por Covid-19, habían tomado Ibuprofeno y ocasiona que el virus se potencie 5 o más veces.",,,,1240721425700438016,https://twitter.com/JosMaraGUERRER5/status/1240721425700438016
2020-03-19 19:19:45,CamiMartinez_,todonoticias,0,0,0,"Al parecer un síntoma de covid 19 es querer viajar por todas las partes que más se pueda ",,,,1240719627510059008,https://twitter.com/CamiMartinez_/status/1240719627510059008
2020-03-19 19:13:25,Gp1Fossaroli,,24,16,225,"#YoMeQuedoEnCasa entre todos podemos vencer al maldito #COVID19 a la espera de buenas noticias!! #serpositivos y sigue la #cuarentenavoluntaria DIA 5",,,#YoMeQuedoEnCasa #COVID19 #serpositivos #cuarentenavoluntaria,1240718035205287940,https://twitter.com/Gp1Fossaroli/status/1240718035205287940
2020-03-19 19:13:21,EPAutora,DryEyeCoach,0,0,0,"Sin dudas. Estres Laboral Son humanos afectados por Covid.19 también y sino estuviera, es un tema de años el de oficina y falta de oxígeno e higiene ambiental de las oficinas. Cuantas veces se desinfecta una oficina en post de la salud de los empleados. Tema interesante",,,,1240718017438326785,https://twitter.com/EPAutora/status/1240718017438326785
2020-03-19 18:41:01,NataleSilvio,,0,1,0,"Y acá estamos, los inmunes del #TRENSARMIENTO #coronavirusargentina #coronavirus #covid_19 #sube en Estación Once de Septiembre https://www.instagram.com/p/B97PY3PJv-V/?igshid=10syfnans33vp",,,#TRENSARMIENTO #coronavirusargentina #coronavirus #covid_19 #sube,1240709879649775617,https://twitter.com/NataleSilvio/status/1240709879649775617
2020-03-19 18:38:12,CaIabrese,,1,1,2,"El príncipe de Mónaco dió positivo #COVID19, se entiende no?",,,#COVID19,1240709169973317632,https://twitter.com/CaIabrese/status/1240709169973317632
2020-03-19 18:33:29,edadmartinez,memorex,0,0,0,"Porque están histéricos por el COVID-19 y no están acostubrados a estar tanto tiempo juntos!!!",,,,1240707983799193601,https://twitter.com/edadmartinez/status/1240707983799193601
2020-03-19 18:32:39,Ibarra_salazar,,0,0,0,"#coronavirus #covid_19 #pandemia #argentina #venezolanosenargentina #venezolanosenelmundo en Ciudad Autónoma de Buenos Aires https://www.instagram.com/p/B97Obq3lgG8/?igshid=ip1l0lg5tgrx",,,#coronavirus #covid_19 #pandemia #argentina #venezolanosenargentina #venezolanosenelmundo,1240707774272552960,https://twitter.com/Ibarra_salazar/status/1240707774272552960
2020-03-19 18:30:08,AlanIfran,RiverPlate,0,0,5,"Encontrar la vacuna contra el COVID 19? ",,,,1240707139825356801,https://twitter.com/AlanIfran/status/1240707139825356801
2020-03-19 18:16:44,avanoliok,,10,33,70,"#CuidarteEsCuidarnos, quedate en casa y evitemos la propagación del coronavirus COVID-19. ",,,#CuidarteEsCuidarnos,1240703768129187840,https://twitter.com/avanoliok/status/1240703768129187840
2020-03-19 18:09:12,HITOSHIDIAZ,,0,3,5,"Dándonos ayuda entre todxs! Monotributistas Organizadxs en emergencia frente al COVID-19 @MinTrabajoAR - ¡Firmá la petición! http://chng.it/pmcxt8fx vía @ChangeorgAR",,@MinTrabajoAR @ChangeorgAR,,1240701874350608384,https://twitter.com/HITOSHIDIAZ/status/1240701874350608384
2020-03-19 18:06:36,salvameejebuuus,,0,0,0,"el chabon hablando en serio de la crisis está y los pibes haciéndole preguntas bien bazoficas JAAJAJAJ , nos merecemos el covid19 ",,,,1240701219833647110,https://twitter.com/salvameejebuuus/status/1240701219833647110
2020-03-19 18:04:02,INECOArgentina,,1,21,60," INECO y Fundación INECO transmitirán información basada en evidencia científica sobre el Coronavirus (COVID-19), a través de sus profesionales, a toda la comunidad. Compartimos el mensaje de Teresa Torralva, presidenta de Fundación INECO. #INECO #FundacionINECO",,,#INECO #FundacionINECO,1240700573692788736,https://twitter.com/INECOArgentina/status/1240700573692788736
2020-03-19 18:02:49,sebasp,,0,0,1,"Llegué a este artículo a través de @dsaezgil, muy interesante para sumar información al por qué de los outbreaks del #COVID19 #coronavirus : Am I missing something ?! by Tomas Aftalion",,@dsaezgil,#COVID19 #coronavirus,1240700269240803330,https://twitter.com/sebasp/status/1240700269240803330
2020-03-19 18:00:26,Eligemma__,,0,0,0,"Como me taladra la cabeza mi mamá con el covid-19, paraaa un poco mujer me vas a traumar",,,,1240699669463724032,https://twitter.com/Eligemma__/status/1240699669463724032
2020-03-19 17:51:09,EPAutora,,0,0,1,"La angustia y el miedo hoy son reales.Nadie tiene experiencia en una Pandemia. 1 neurólogo q fue denunciado x el Fleni, no confío. Soy victima de mala praxis odontólogica y ocultamiento medico + abusó.Esta denunciado x lo mismo. Lo esconde un medio. Horror ante el Covid.19, dudo",,,,1240697333089570816,https://twitter.com/EPAutora/status/1240697333089570816
2020-03-19 17:26:26,refaduba,,0,4,3,"¡AL VIRUS LO FRENAMOS ENTRE TODXS! Como agrupación estudiantil, creemos que controlar el #COVID19 es un trabajo colectivo. Por eso mismo, invitamos a todas las agrupaciones de #FADU a ponernos de acuerdo para compartir el mensaje. #QuedateEnCasa #SomosResponsables",,,#COVID19 #FADU #QuedateEnCasa #SomosResponsables,1240691109770039297,https://twitter.com/refaduba/status/1240691109770039297
2020-03-19 17:25:37,moodmensterling,,0,0,3,"Estamos en esta etapa contra el COVID-19. ",,,,1240690905658482689,https://twitter.com/moodmensterling/status/1240690905658482689
2020-03-19 17:24:34,Yamil2012,,0,0,0,"La ONU se enfrenta al #COVID19 ",,,#COVID19,1240690640263843842,https://twitter.com/Yamil2012/status/1240690640263843842
2020-03-19 17:14:29,2019DALEKVA,,0,2,2,"Hoy en c5n el Biotecnologo y Científico del Conicet. nos Hablara del COVID-19 Dr. MarioEnrique Lozano ""Un predador"" Respecto de la pandemia, el virólogo del Conicet Mario Lozano, que también se desempeña como… https://www.instagram.com/p/B97FfRUF0FV/?igshid=11du8y6p5ldu",,,,1240688104840638466,https://twitter.com/2019DALEKVA/status/1240688104840638466
2020-03-19 17:13:50,fabianito63,Sudelibra,0,0,1,"Lindo para soltar unos micrones de covid-19",,,,1240687941887778817,https://twitter.com/fabianito63/status/1240687941887778817
2020-03-19 17:10:36,1rodoflo,WolffWaldo,0,0,0,"Q esperas de cafiero y todos los crapulas q nos gobiernan? Son peores q el covid 19",,,,1240687124996734977,https://twitter.com/1rodoflo/status/1240687124996734977
2020-03-19 17:08:36,NachoAlvarezC4,,0,0,4,"El distanciamiento social es fundamental para cuidarte y cuidar a los demás. Por eso te pedimos que te quedes en casa. Ante cualquier síntoma compatible con el coronavirus Covid-19 comunicate al 0800-222-1002. Más información en http://bit.ly/Coronavirus-Covid-19 #CuidarteEsCuidarnos",,,#CuidarteEsCuidarnos,1240686622938501121,https://twitter.com/NachoAlvarezC4/status/1240686622938501121
2020-03-19 17:07:06,M_ClubTorino,,0,10,15,"#QuedateEnCasa #UGIS Esta mañana el equipo de @IVCBuenosAires #UGIS estuvieron charlando con los vecinos del barrio #Fatima sobre la prevención y cuidados del COVID-19 y Dengue. @MariaMigliore @mrgospedini @JuanMaquieyra @horaciorlarreta @FelipeMiguelBA",,@IVCBuenosAires @MariaMigliore @mrgospedini @JuanMaquieyra @horaciorlarreta @FelipeMiguelBA,#QuedateEnCasa #UGIS #UGIS #Fatima,1240686244553584642,https://twitter.com/M_ClubTorino/status/1240686244553584642
2020-03-19 17:03:38,ElDecanoWeb,,1,3,21,"Mientras se realizaba un operativo de prevención del COVID-19, la policía le tomó la fiebre al defensor del Cervecero que se encontraba circulando por la calle en su automóvil. ",,,,1240685374449397761,https://twitter.com/ElDecanoWeb/status/1240685374449397761
2020-03-19 16:59:52,quemeroscar,,0,0,0,"Si todos tomamos conciencia es más fácil !!! #propatosalud #responsabilidad #solidaridad #juntosperoseparados #salud #life #covid_19 #propato en Villa Devoto, Buenos Aires, Argentina https://www.instagram.com/p/B97D0DUho5k/?igshid=1mrxc4avfop4z",,,#propatosalud #responsabilidad #solidaridad #juntosperoseparados #salud #life #covid_19 #propato,1240684423567343616,https://twitter.com/quemeroscar/status/1240684423567343616
2020-03-19 16:40:49,armoaroko,,0,0,1,"A todos los prefesionales de la salud que estan en la linea de frente contra el Covid-19,toda nuestra gratitud,amor y reconocimiento !!Muchas gracias a cada uno de ustedes.argentina #medicos #coronavirus #caba #same… https://www.instagram.com/p/B97BopGDHft/?igshid=1goos75ytq4q3",,,#medicos #coronavirus #caba #same,1240679631465975808,https://twitter.com/armoaroko/status/1240679631465975808
2020-03-19 16:39:17,lumto1,,0,0,0,"#nosonvacaciones entonces deja de comer GORD@#CuarentenaTotal #CuarentenaObligatoria #NoSeasGilQuedateEnCasa #BuenJueves #coronavirus #ToqueDeQueda #EstadoDeSitio #QuedateEnCasa #YoMeQuedoEnCasa #Dia4 #COVID19 #COVID19argentina",,,#nosonvacaciones #CuarentenaTotal #CuarentenaObligatoria #NoSeasGilQuedateEnCasa #BuenJueves #coronavirus #ToqueDeQueda #EstadoDeSitio #QuedateEnCasa #YoMeQuedoEnCasa #Dia4 #COVID19 #COVID19argentina,1240679247141842951,https://twitter.com/lumto1/status/1240679247141842951
2020-03-19 16:36:59,nachogigena,,0,0,2,"Sobrevivimos a Macri, podemos contra el covid-19.",,,,1240678666738241538,https://twitter.com/nachogigena/status/1240678666738241538
2020-03-19 16:34:34,Nuestromar,,0,6,8,"Puertos: comunicado del Ministerio de Transporte en plena vigilancia epidemiológica: En el marco del plan de contingencia y vigilancia epidemiológica por el Covid-19, la Subsecretaría de Puertos, Vías Navegables y Marina… https://www.nuestromar.org/puertos/puertos-comunicado-del-ministerio-de-transporte-en-plena-vigilancia-epidemiologica/?utm_source=dlvr.it&amp;utm_medium=twitter #Destacadas #DefensaySeguridad",,,#Destacadas #DefensaySeguridad,1240678058601795586,https://twitter.com/Nuestromar/status/1240678058601795586
2020-03-19 16:30:06,Lismar1976,,0,1,1,"#quedateentucasa Hay quienes no pueden hacerlo, hacelo por favor de este modo nos cuidamos entre todos. #Coronavirus #Covid19 + #consciencia #lavatelasmanos #toseenelplieguedelcodo #prevencion en Buenos Aires,… https://www.instagram.com/p/B97AV3HFJ3F/?igshid=1qrenkfa5k65r",,,#quedateentucasa #Coronavirus #Covid19 #consciencia #lavatelasmanos #lavatelasmanos #toseenelplieguedelcodo #prevencion,1240676934805344261,https://twitter.com/Lismar1976/status/1240676934805344261
2020-03-19 16:26:24,juanmendozaan01,,0,0,0,"Hoy en #LatinoAmerica tenemos la posibilidad de decidir y actuar con 'el diario del lunes', ya que sabemos como ha sido la evolución del #COVID19 en #Asia y #Europa Señor presidebnte de #Colombia @IvanDuque actúe en consecuencia! A quién espera?",,@IvanDuque,#LatinoAmerica #COVID19 #Asia #Europa #Colombia,1240676001950109697,https://twitter.com/juanmendozaan01/status/1240676001950109697
2020-03-19 16:25:49,ugabvolleyball,,0,0,0,"- CUARENTENA COVID-19 - S16 Entrenamiento virtual porque al virus le ganamos entre todos/as #yoentrenoencasa #lindougab ugabdeportes metro.voley en Ciudad Autónoma de Buenos… https://www.instagram.com/p/B96_6o5p4lOdv4DHyhf8G9ChRov5-Nm5VBmSBM0/?igshid=1a7ydj2ques8s",,,#yoentrenoencasa #lindougab,1240675855606657030,https://twitter.com/ugabvolleyball/status/1240675855606657030
2020-03-19 16:19:01,beluarce,poderosaschicas,0,1,3,"Hoy en Argentina pasó esto: #SomosResponsables #covid19 ",,,#SomosResponsables #covid19,1240674144351596547,https://twitter.com/beluarce/status/1240674144351596547
2020-03-19 16:18:44,juanmendozaan01,,0,0,0,"#CuarentenaTotal #NoSonVacaciones si puedes y tienes la posibilidad por favor #QuedateEnCasa #CuidemosnosEntreTodos seamos responsables, tengamos #Solidaridad el #COVID19 es real, existe. Hagamos esto para estar tranquilos.",,,#CuarentenaTotal #NoSonVacaciones #QuedateEnCasa #CuidemosnosEntreTodos #Solidaridad #COVID19,1240674073023254528,https://twitter.com/juanmendozaan01/status/1240674073023254528
2020-03-19 16:09:34,Alan_MoralesOk,,0,0,1,"La misma gente que trajo el Covid 19 a Buenos Aires..son los que se van a la costa. #CuarentenaObligatoria #CuarentenaTotal",,,#CuarentenaObligatoria #CuarentenaTotal,1240671768593018885,https://twitter.com/Alan_MoralesOk/status/1240671768593018885
2020-03-19 15:57:36,ishaisoriano,,0,0,1,"Mi mamá me está contando toda la historia de la realeza, no sé quién ""de York"" y que Alberto de Mónaco (?) dio positivo en coronavirus. También va a cocinar scons, por primera vez en su vida, va a cocinar. Esa es la novedad #coronavirus #YoMeQuedoEnCasa #CuarentenaTotal #COVID19 – at Juncal y Uruguay",,,#coronavirus #YoMeQuedoEnCasa #CuarentenaTotal #COVID19,1240668756336095235,https://twitter.com/ishaisoriano/status/1240668756336095235
2020-03-19 15:47:43,GustavoRomero10,,3,3,1,"VIDEO: Un 'convoy de la muerte' traslada a otras ciudades italianas ataúdes de víctimas del covid-19 que Bérgamo ya no puede cremar - RT ",,,,1240666267801071618,https://twitter.com/GustavoRomero10/status/1240666267801071618
2020-03-19 15:46:05,Puntoceroarg,,0,0,0,"2020-03-19. Consultorio de atención a pacientes de Pami. Cumpliendo las disposiciones del Covid 19. en Muñiz, Buenos Aires https://www.instagram.com/p/B967RUJllyT/?igshid=8oh9r5txtaum",,,,1240665856067039232,https://twitter.com/Puntoceroarg/status/1240665856067039232
2020-03-19 15:37:38,LucasIvnn,,0,0,1,"yo sigo esperando que el covid 19 sea un virus donde salgan los zombies a la luz",,,,1240663729819312128,https://twitter.com/LucasIvnn/status/1240663729819312128
2020-03-19 15:25:40,sorrudeternalpa,mecasullo,0,1,2,"¡¿Cómo olvidar semejante ejemplo de codiciosa idiocia inmobiliaria?! Ojalá esta endeblez argentina ante el COVID-19 enseñe que los regímenes dirigidos por cipayos y mitristas SIEMPRE bajan irresponsablemente todas las defensas del país, y hasta sin intención perpetran genocidios. ",,,,1240660720271925248,https://twitter.com/sorrudeternalpa/status/1240660720271925248
